"","Curso","Turno","Ensino médio","Opinião","Renda","Nota ENEM","IAA"
"368","Química","Noturno","Somente em pública","Satisfeito",1.06,419,4.139
"369","Civil","Noturno","Somente em particular","Muito satisfeito",1.23,488,4.556
"370","Produção","Diurno","Somente em pública","Satisfeito",1.21,542,4.754
"371","Química","Diurno","Somente em pública","Satisfeito",2.11,719,6.64
"372","Química","Integral","Maior parte em particular","Indiferente",1.18,581,5.097
"373","Computação","Noturno","Somente em particular","Muito satisfeito",1.24,295,3.442
"374","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",2.35,808,7.008
"375","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,349,3.456
"376","Química","Noturno","Somente em pública","Satisfeito",1.23,455,4.398
"377","Produção","Integral","Maior parte em particular","Indiferente",1.58,641,5.269
"378","Civil","Diurno","Somente em pública","Indiferente",1.41,571,4.905
"379","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,388,3.646
"380","Química","Integral","Maior parte em pública","Insatisfeito",2.57,581,4.753
"381","Produção","Diurno","Somente em pública","Satisfeito",1.3,424,4.443
"382","Computação","Noturno","Somente em particular","Muito satisfeito",1.28,433,4.091
"383","Computação","Noturno","Somente em pública","Satisfeito",1.01,392,4.267
"384","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",5.09,574,5.352
"385","Produção","Integral","Maior parte em particular","Indiferente",1.34,460,4.352
"386","Produção","Diurno","Somente em pública","Satisfeito",1.09,437,4.44
"387","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.74,679,5.763
"388","Produção","Diurno","Somente em pública","Satisfeito",1.41,578,5.411
"389","Mecânica","Integral","Somente em pública","Insatisfeito",2.79,682,5.514
"390","Produção","Noturno","Somente em particular","Muito satisfeito",1.09,314,3.646
"391","Mecânica","Integral","Maior parte em pública","Indiferente",1.33,262,3.293
"392","Computação","Noturno","Somente em pública","Muito satisfeito",1.11,553,5.197
"393","Produção","Integral","Somente em pública","Indiferente",1.37,620,5.687
"394","Computação","Diurno","Somente em pública","Satisfeito",1.65,598,5.653
"395","Mecânica","Integral","Somente em pública","Insatisfeito",2.2,619,5.661
"396","Produção","Diurno","Maior parte em particular","Insatisfeito",1.59,401,4.06
"397","Computação","Noturno","Somente em pública","Satisfeito",1.36,460,4.564
"398","Química","Noturno","Somente em particular","Muito satisfeito",1.41,326,3.776
"399","Química","Diurno","Somente em pública","Satisfeito",1.78,707,5.967
"400","Computação","Noturno","Somente em pública","Muito satisfeito",1.04,208,2.72
"401","Produção","Diurno","Somente em pública","Satisfeito",1.2,641,5.232
"402","Civil","Diurno","Somente em pública","Muito satisfeito",1.23,449,4.342
"403","Computação","Noturno","Somente em pública","Muito satisfeito",2.59,589,5.671
"404","Mecânica","Integral","Maior parte em particular","Indiferente",1.41,392,3.827
"405","Elétrica","Diurno","Somente em pública","Satisfeito",1.24,574,4.84
"406","Química","Noturno","Somente em pública","Muito satisfeito",1.03,367,3.736
"407","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.03,478,4.693
"408","Produção","Diurno","Somente em pública","Satisfeito",1.61,484,4.353
"409","Mecânica","Integral","Maior parte em pública","Insatisfeito",1.58,440,3.947
"410","Produção","Integral","Maior parte em pública","Insatisfeito",1.96,517,4.507
"411","Produção","Integral","Maior parte em pública","Muito insatisfeito",4.38,749,6.097
"412","Química","Noturno","Somente em pública","Muito satisfeito",1.07,509,4.84
"413","Produção","Diurno","Somente em pública","Indiferente",1.18,491,4.39
"414","Produção","Diurno","Maior parte em particular","Satisfeito",1.63,425,4.071
"415","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",5.5,562,5.073
"416","Química","Noturno","Somente em particular","Muito satisfeito",1,247,3.137
"417","Química","Noturno","Somente em particular","Muito satisfeito",1.05,356,4.091
"418","Química","Noturno","Somente em pública","Muito satisfeito",1.14,346,3.345
"419","Química","Noturno","Somente em pública","Muito satisfeito",1.09,589,5.099
"420","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",4.41,676,5.382
"421","Química","Integral","Maior parte em particular","Insatisfeito",2.59,661,5.891
"422","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.02,194,2.597
"423","Produção","Diurno","Somente em pública","Indiferente",1.82,622,5.404
"424","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.07,457,5.037
"425","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",5.74,550,5.152
"426","Química","Noturno","Somente em pública","Satisfeito",1.33,533,4.81
"427","Produção","Integral","Maior parte em pública","Insatisfeito",2.25,556,4.918
"428","Elétrica","Diurno","Maior parte em particular","Satisfeito",1.35,523,5.135
"429","Produção","Noturno","Somente em particular","Muito satisfeito",1.15,409,4.02
"430","Mecânica","Diurno","Somente em pública","Satisfeito",1.42,437,4.53
"431","Computação","Noturno","Somente em particular","Muito satisfeito",1.03,554,4.655
"432","Mecânica","Integral","Somente em pública","Insatisfeito",2.96,668,5.81
"433","Química","Diurno","Somente em pública","Muito satisfeito",1.13,391,3.643
"434","Mecânica","Integral","Somente em pública","Indiferente",1.65,712,5.837
"435","Produção","Diurno","Maior parte em particular","Indiferente",1.75,695,6.151
"436","Produção","Diurno","Somente em pública","Indiferente",1.17,476,4.402
"437","Mecânica","Integral","Somente em pública","Insatisfeito",1.99,527,5.13
"438","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.03,376,4.318
"439","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.09,311,3.088
"440","Civil","Noturno","Somente em pública","Satisfeito",1.38,598,4.95
"441","Química","Integral","Maior parte em particular","Insatisfeito",1.76,632,5.238
"442","Computação","Diurno","Somente em pública","Muito satisfeito",1.02,254,3.401
"443","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.09,325,3.132
"444","Civil","Noturno","Somente em particular","Muito satisfeito",1.01,197,2.955
"445","Produção","Integral","Somente em pública","Indiferente",2.52,517,4.598
"446","Produção","Integral","Maior parte em particular","Insatisfeito",3.54,680,5.903
"447","Computação","Diurno","Somente em pública","Muito satisfeito",1.1,487,4.507
"448","Produção","Integral","Somente em pública","Satisfeito",1.03,449,4.044
"449","Computação","Integral","Maior parte em pública","Insatisfeito",2.54,830,6.36
"450","Produção","Noturno","Somente em pública","Muito satisfeito",1.03,289,3.533
"451","Computação","Noturno","Somente em particular","Muito satisfeito",1.38,409,3.796
"452","Química","Integral","Maior parte em particular","Insatisfeito",4.16,578,5.348
"453","Civil","Diurno","Somente em pública","Muito satisfeito",1.14,512,4.821
"454","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,272,2.895
"455","Química","Diurno","Maior parte em particular","Indiferente",1.15,470,4.582
"456","Química","Integral","Maior parte em pública","Insatisfeito",2.62,527,4.809
"457","Química","Diurno","Maior parte em particular","Indiferente",1.18,478,4.58
"458",NA,"Diurno","Somente em pública","Indiferente",1.88,500,4.755
"459","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.54,799,6.871
"460","Química","Diurno","Somente em pública","Satisfeito",1.64,557,5.01
"461","Produção","Diurno","Maior parte em particular","Indiferente",1.12,373,3.945
"462","Civil","Noturno","Somente em pública","Satisfeito",1.18,325,3.31
"463","Civil","Noturno","Somente em pública","Muito satisfeito",1.36,434,4.454
"464","Química","Noturno","Somente em pública","Muito satisfeito",1.04,536,4.738
"465","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.03,409,4.546
"466","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",4.84,685,5.73
"467","Produção","Integral","Maior parte em particular","Indiferente",2.23,395,4.167
"468","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.03,424,3.896
"469","Computação","Noturno","Somente em pública","Muito satisfeito",1.15,272,3.043
"470","Computação","Integral","Somente em pública","Insatisfeito",1.96,640,5.799
"471","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.28,727,6.15
"472","Produção","Diurno","Somente em pública","Satisfeito",1.16,223,2.666
"473","Mecânica","Diurno","Somente em pública","Satisfeito",1.3,473,4.318
"474","Mecânica","Diurno","Somente em pública","Satisfeito",1.94,685,5.919
"475","Química","Noturno","Somente em pública","Muito satisfeito",1.07,362,3.732
"476","Mecânica","Integral","Somente em pública","Satisfeito",1.36,509,4.364
"477","Química","Noturno","Somente em pública","Muito satisfeito",1.16,353,3.755
"478","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.02,388,4.013
"479","Química","Noturno","Somente em pública","Satisfeito",1.34,485,4.372
"480","Mecânica","Diurno","Maior parte em particular","Indiferente",1.33,410,3.87
"481","Mecânica","Integral","Maior parte em particular","Insatisfeito",2.07,533,4.986
"482","Química","Noturno","Somente em pública","Muito satisfeito",1.28,481,4.5
"483","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,208,2.952
"484","Mecânica","Integral","Maior parte em particular","Muito insatisfeito",3.37,724,6.284
"485","Produção","Integral","Somente em pública","Muito satisfeito",1.54,596,5.467
"486","Computação","Noturno","Somente em pública","Muito satisfeito",1.05,331,4.209
"487","Química","Diurno","Somente em pública","Indiferente",1.51,392,4.185
"488","Produção","Integral","Somente em pública","Indiferente",2.09,586,5.304
"489","Produção","Diurno","Somente em pública","Satisfeito",1.48,566,5.06
"490","Produção","Integral","Somente em pública","Insatisfeito",3.37,689,6.04
"491","Química","Diurno","Somente em pública","Muito satisfeito",1.16,476,4.431
"492","Computação","Noturno","Somente em particular","Muito satisfeito",1.05,215,2.77
"493","Civil","Diurno","Maior parte em particular","Satisfeito",1.41,536,4.777
"494","Mecânica","Integral","Maior parte em particular","Muito insatisfeito",2.96,563,5.098
"495","Computação","Noturno","Somente em particular","Muito satisfeito",1,239,3.158
"496","Química","Diurno","Somente em pública","Satisfeito",1.38,512,4.665
"497","Produção","Integral","Maior parte em particular","Insatisfeito",2.16,572,4.793
"498","Química","Diurno","Somente em pública","Satisfeito",1.34,406,4.197
"499","Mecânica","Diurno","Somente em pública","Indiferente",2.19,625,5.351
"500","Química","Noturno","Somente em pública","Indiferente",2.19,569,5.087
"501","Mecânica","Integral","Maior parte em particular","Muito insatisfeito",3.35,499,4.471
"502","Mecânica","Integral","Somente em pública","Insatisfeito",4.08,851,7.067
"503","Computação","Noturno","Somente em particular","Muito satisfeito",1.04,370,3.677
"504","Mecânica","Integral","Maior parte em particular","Insatisfeito",3.13,524,4.73
"505","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.01,385,3.939
"506","Civil","Noturno","Somente em pública","Satisfeito",1.15,404,3.858
"507","Produção","Integral","Maior parte em particular","Indiferente",1.48,625,5.559
"508","Elétrica","Noturno","Somente em pública","Satisfeito",1.54,430,3.832
"509","Química","Integral","Maior parte em pública","Muito insatisfeito",3.31,485,4.448
"510","Mecânica","Noturno","Somente em pública","Satisfeito",1.61,623,5.326
"511","Computação","Noturno","Somente em pública","Muito satisfeito",1.03,409,4.061
"512","Química","Integral","Maior parte em pública","Insatisfeito",1.98,398,4.127
"513","Mecânica","Integral","Maior parte em particular","Muito insatisfeito",2.52,589,5.481
"514","Mecânica","Integral","Somente em pública","Satisfeito",1.43,532,4.75
"515","Civil","Noturno","Somente em particular","Muito satisfeito",1.04,464,4.323
"516","Civil","Noturno","Somente em particular","Muito satisfeito",1.14,574,5.422
"517","Química","Noturno","Somente em particular","Muito satisfeito",1.15,425,4.374
"518","Química","Noturno","Somente em pública","Satisfeito",1.05,332,3.463
"519","Civil","Diurno","Somente em pública","Satisfeito",1.94,649,5.945
"520","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",2.77,707,6.032
"521","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.04,394,3.909
"522","Química","Integral","Maior parte em pública","Insatisfeito",2.08,566,5.156
"523","Química","Noturno","Somente em pública","Satisfeito",1.34,511,4.579
"524","Elétrica","Diurno","Somente em pública","Satisfeito",1.17,542,4.63
"525","Produção","Diurno","Somente em pública","Satisfeito",1.66,626,5.652
"526","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,320,3.105
"527","Produção","Diurno","Maior parte em particular","Satisfeito",1.04,434,4.51
"528","Química","Diurno","Somente em pública","Satisfeito",1.37,538,4.937
"529","Produção","Integral","Somente em pública","Indiferente",1.82,575,5.603
"530","Civil","Noturno","Somente em particular","Muito satisfeito",1.12,337,3.471
"531","Computação","Noturno","Somente em particular","Muito satisfeito",1.08,395,3.77
"532","Química","Diurno","Somente em pública","Satisfeito",1.22,493,4.488
"533","Produção","Integral","Maior parte em pública","Insatisfeito",2.42,557,4.669
"534","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.14,487,4.694
"535","Produção","Noturno","Somente em pública","Muito satisfeito",1.04,407,3.94
"536","Computação","Noturno","Somente em pública","Muito satisfeito",1.12,487,4.919
"537",NA,"Noturno","Somente em pública","Muito satisfeito",1.09,461,4.116
"538","Química","Diurno","Somente em pública","Satisfeito",1.29,473,4.666
"539","Computação","Noturno","Somente em pública","Satisfeito",1.06,551,4.622
"540","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,214,2.92
"541","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.16,395,3.682
"542","Produção","Diurno","Somente em pública","Satisfeito",1.14,517,5.216
